시도,시군구,구분,총합계,단독주거시설,공동주거시설,공업시설,상업업무시설,혼합지역,문화체육휴양시설,공항,항만,철도,도로,기타교통통신시설,환경기초시설,교육행정시설,기타공공시설,경지정리가 된 논,경지정리가 안 된 논,경지정리가 된 밭,경지정리가 안 된 밭,시설재배지,과수원,목장양식장,기타재배지,활엽수림,침엽수림,혼효림,자연초지,골프장,묘지,기타초지,내륙습지,갯벌,염전,해변,강기슭,암벽바위,채광지역,운동장,기타나지,하천,호소,해양수
강원특별자치도,춘천시,  비율(%)  ,1.0,0.002958123846081794,0.0008586113027249477,0.0004303879235348948,0.0035147493561214814,0.0,0.0008774073391444848,0.0,4.750879128271203e-06,0.00035846461342037826,0.03240602716584563,1.3002038056530908e-06,6.117509370579286e-05,0.0005828264354349199,0.001046726916206199,0.001809935605587724,0.011186636546668571,0.0022070795388090697,0.040539949577946544,0.004901596900828837,0.0037411172821588557,0.000687252994192329,0.00044095848169615175,0.42073919604103494,0.2312782497676775,0.07461894978007774,0.0034753478761608064,0.0036767629663275333,0.003124580292866549,0.06361109747741421,0.007877747725695649,0.0,0.0,0.0,0.0021333171162534713,0.004150589173945008,0.0005428417398399645,0.000302249331037115,0.020542151132215258,0.014089487819526757,0.04122235375688487,0.0
강원특별자치도,원주시,  면적(㎡)  ,867082526.0200002,3838382.3499999996,1263196.7100000002,1850539.7800000003,5200448.649999999,0.0,1022086.51,0.0,0.0,618903.16,42784355.28,5357.490000000001,83623.35,692441.74,2356937.6899999995,19890341.019999996,11191119.020000001,7925356.369999999,41735033.56999999,2432079.52,4760449.72,901824.38,336804.8,339686603.6100001,160561056.59,77168673.80000001,784078.9399999998,2956770.2,4212307.0,83561831.71,12077483.640000002,0.0,0.0,0.0,2005815.72,289907.43,1007211.81,472262.35000000003,24346691.459999997,6594410.809999999,2468139.84,0.0
강원특별자치도,원주시,  비율(%)  ,1.0,0.004426778576219933,0.0014568356207086835,0.0021342141312594223,0.005997639779307518,0.0,0.0011787649725701248,0.0,0.0,0.0007137765338679243,0.0493428872063478,6.1787544313589645e-06,9.644220416231884e-05,0.000798588045798109,0.002718239174786039,0.022939386301899945,0.0129066365474673,0.009140256125767193,0.048132712074787365,0.0028048997033344684,0.005490192198718343,0.001040067528680884,0.0003884345375358553,0.39175810077640155,0.1851739041807152,0.08899807282959826,0.0009042725651490228,0.003410021666071263,0.004858023168030996,0.09637125556382456,0.013928874446861384,0.0,0.0,0.0,0.0023132927487385826,0.00033434814022917234,0.0011616100887457714,0.0005446567493035914,0.02807886300252626,0.007605286246822475,0.002846487809331161,0.0
강원특별자치도,강릉시,  면적(㎡)  ,1041677914.8099997,3557666.3900000006,836207.4300000003,645901.31,4088030.79,0.0,803999.73,0.0,191590.91000000003,522882.9099999999,36466530.8,6970.41,78829.38,467277.3399999999,1430789.9500000002,18291256.520000003,7423289.140000001,9810414.52,44218892.95999999,1768024.0400000005,3212338.79,303855.70999999996,516396.76000000007,412715856.21999997,277551930.05999994,77411376.39999999,917583.4199999999,619792.39,7335990.47,85182847.04,9455924.660000002,0.0,0.0,1416663.4,2207868.2100000004,1001722.7299999999,2036928.17,245215.32999999996,19989405.56,4434623.54,4338302.619999999,174738.79999999996
강원특별자치도,강릉시,  비율(%)  ,1.0,0.003415322855000639,0.000802750464525806,0.0006200585620727222,0.003924467181149415,0.0,0.0007718314063965234,0.0,0.00018392528753472315,0.0005019621733032257,0.03500749154948862,6.69152134349646e-06,7.567538764069732e-05,0.0004485814025204043,0.0013735435201781866,0.017559416648798107,0.007126280623271154,0.009417896242707039,0.042449678860730616,0.0016972847507499332,0.003083811938727649,0.00029169833177793993,0.0004957355365398046,0.3962029436856004,0.2664469757051775,0.07431411888397355,0.0008808705713678931,0.0005949942695224072,0.007042474805024615,0.08177465013793368,0.00907758965181166,0.0,0.0,0.0013599821786165036,0.0021195305944474324,0.0009616434367649163,0.001955429928042136,0.000235404174854496,0.01918962212388465,0.004257192628307636,0.004164725543587337,0.00016774743662667746
강원특별자치도,동해시,  면적(㎡)  ,181453659.58999997,1135832.89,387378.47000000003,690748.1900000001,1321094.61,0.0,334316.08,0.0,378428.46,430165.86,11933447.809999999,3609.4100000000003,22313.85,132004.50999999998,475436.76,32060.54,1419214.2000000002,128202.97,8637078.66,273011.61000000004,287345.94,23761.180000000004,8604.08,67138013.1,44773051.58,7541745.699999999,125101.48,188425.14,1359432.07,19986981.12,1460309.8,0.0,0.0,358655.71,136442.02,1137549.4599999997,1359897.22,98239.84999999999,6212944.659999999,542900.1199999999,655451.42,324463.05999999994
강원특별자치도,동해시,  비율(%)  ,1.0,0.00625963065482641,0.0021348617100106627,0.003806747086615759,0.00728061706214718,0.0,0.0018424322813626207,0.0,0.002085537766805423,0.0023706651107063517,0.06576581501284672,1.9891635187493992e-05,0.0001229727195936352,0.0007274833161164572,0.0026201552565777056,0.0001766872052756707,0.007821358925506146,0.0007065328430943663,0.047599363272781275,0.0015045803463919,0.0015835775406749407,0.00013094902606918543,4.741750604226544e-05,0.37000087654170416,0.24674647885948434,0.04156292971462136,0.0006894403798891164,0.0010384201697874395,0.007491896680792649,0.11014923129773843,0.00804783878870018,0.0,0.0,0.0019765691736964327,0.0007519386509387292,0.006269090756121023,0.007494460145211338,0.0005414046221055883,0.03423984213952111,0.002991949135810758,0.003612224859399432,0.0017881318058458233
강원특별자치도,태백시,  면적(㎡)  ,303563553.07,772337.5900000001,202273.8,147768.05,785054.2100000001,0.0,320228.98000000004,0.0,0.0,370354.17,8453970.139999999,467.76,53802.0,120984.71,645573.35,0.0,0.0,1978072.1,11172621.760000002,355491.63,199090.61000000002,80214.02999999998,16290.689999999999,139093433.14999998,83744253.46999998,18952691.099999998,165359.05,343491.09,568342.5100000001,25225397.0,1244662.0100000002,0.0,0.0,0.0,907971.4700000001,422197.43,889272.38,49622.83,5108916.879999999,1075081.73,98265.39,0.0
강원특별자치도,태백시,  비율(%)  ,1.0,0.0025442368894064943,0.0006663309806278253,0.0004867779695737239,0.002586128018533803,0.0,0.0010548993011890236,0.0,0.0,0.0012200218578763257,0.027849094710162923,1.540896445800057e-06,0.00017723471561684342,0.0003985482077029901,0.0021266497360147006,0.0,0.0,0.006516171259676448,0.03680488532634766,0.0011710616324154886,0.0006558449062364574,0.0002642413069315442,5.366484162953337e-05,0.45820201978570807,0.2758705800583677,0.06243401392666404,0.0005447262964466263,0.0011315294162497597,0.0018722356628529237,0.08309758119804049,0.004100169461756789,0.0,0.0,0.0,0.0029910424384531667,0.0013908040860973968,0.0029294438380583158,0.00016346768081396538,0.016829809864631253,0.003541537576324561,0.0003237061531472475,0.0
강원특별자치도,속초시,  면적(㎡)  ,105948249.99999997,765545.26,333334.93,137777.36,1263231.43,0.0,342325.22,0.0,117829.54000000001,0.0,6623479.28,1188.54,58966.29,121727.68,229085.75,0.0,2763451.3699999996,0.0,4119338.5600000005,154057.72,104868.38,236.11,10105.66,38971373.37,19384449.389999997,12260210.65,61804.6,416584.41000000003,327587.92000000004,6699688.13,1139920.18,0.0,0.0,132490.96,352833.86000000004,3849536.19,0.0,87433.71,3741432.6900000004,298024.97,1062696.7300000002,15633.16
강원특별자치도,속초시,  비율(%)  ,1.0,0.0072256527125271084,0.003146205152043569,0.0013004212905829027,0.011923098588225859,0.0,0.0032310606357348996,0.0,0.0011121423902707222,0.0,0.06251617445309386,1.1218118279443033e-05,0.000556557470274403,0.0011489352584870447,0.0021622419435903856,0.0,0.026083029875434472,0.0,0.03888066636305934,0.0014540846120629652,0.0009898075711491227,2.228540820636491e-06,9.53829817859191e-05,0.3678340451116466,0.1829614872355136,0.11571885944317159,0.0005833470585875653,0.003931961216914863,0.003091961594457673,0.06323547703713843,0.010759216693055339,0.0,0.0,0.00125052523283773,0.0033302471725583024,0.03633411774144454,0.0,0.0008252492136491167,0.03531377526292319,0.0028129296142220383,0.01003033773563981,0.0001475546788172528
강원특별자치도,삼척시,  면적(㎡)  ,1189532337.03,1781219.7899999998,249503.34999999998,406896.01,1485076.3399999999,0.0,427571.76,0.0,259083.72,600175.08,24314169.4,1747.77,27265.85,200093.61,2236054.5700000003,3740094.2100000004,3134878.48,1634461.9300000002,38429619.089999996,921476.7600000001,1277475.47,320377.41,161381.3,511289099.69,411148155.53,50634369.269999996,658196.97,661144.76,4817006.3100000005,81616607.53,9692519.919999998,0.0,0.0,648092.4500000001,4659639.7700000005,1991839.1099999999,4500946.100000001,215807.46999999997,20273723.78,3509444.64,1305238.43,301883.39999999997
강원특별자치도,삼척시,  비율(%)  ,1.0,0.0014974118269431103,0.00020974911083372044,0.00034206384924005483,0.0012484539459498075,0.0,0.00035944525986368093,0.0,0.0002178030070597954,0.0005045470907487096,0.020440107967730513,1.469291708675862e-06,2.2921487000577736e-05,0.00016821199707743096,0.0018797761947211419,0.0031441719519270835,0.0026353873555275517,0.0013740374087524946,0.032306493815838826,0.0007746546531897775,0.0010739308467978051,0.0002693305596045516,0.00013566785448047047,0.42982362376677896,0.3456384855888376,0.042566618572491145,0.0005533241506013807,0.0005558022589370985,0.00404949589014705,0.06861234872670942,0.00814817690807808,0.0,0.0,0.0005448296190233416,0.003917203109949994,0.0016744724359265281,0.0037837946560056288,0.00018142211294467508,0.017043440643756704,0.0029502725825531653,0.001097270237527878,0.0002537832647355651
강원특별자치도,홍천군,  면적(㎡)  ,1817899375.0900002,3482447.1799999997,169599.37,355400.44000000006,2480554.3200000003,0.0,752757.6400000001,0.0,0.0,12898.52,32181118.519999996,4924.549999999999,38951.340000000004,186272.91999999998,2371856.4,18221926.619999997,9105807.76,19512579.75,73121356.31,4674251.05,1460729.1099999999,1422775.48,476081.15,770585648.4599999,509758680.11999995,164928693.32999998,2320068.8400000003,2713344.9000000004,4146306.0300000003,132716775.18,15691321.14,0.0,0.0,0.0,4316171.19,559456.4099999999,453753.32000000007,217018.88,26103262.18,11185768.020000001,2170818.66,0.0
